event_id,alpha,est_std_return,est_n
327,-0.00017386064711905007,0.0164080733742722,60
328,-0.00017386064711905007,0.0164080733742722,60
329,-0.0009850779026844235,0.0164788558356562,60
330,-0.0018303729078029583,0.01855610404167912,60
331,-0.0018303729078029583,0.01855610404167912,60
332,0.0012519380211752685,0.014646514426203858,60
333,0.001166874738785673,0.01386199404165803,60
334,0.001166874738785673,0.01386199404165803,60
335,-0.00023950133285845825,0.013145776214173037,60
336,-0.001084732342649515,0.015415682011078772,60
337,-0.001084732342649515,0.015415682011078772,60
338,-0.00044843428378421016,0.01670257924341648,60
339,-0.0007003724436534687,0.0171164690495291,60
340,-0.0007003724436534687,0.0171164690495291,60
341,0.0002458463966840898,0.0152700803313992,60
342,0.0007916903610697714,0.013841621341291879,60
343,0.0007916903610697714,0.013841621341291879,60
344,-0.0003202194721657418,0.011041783610234956,60
345,-0.0003202194721657418,0.011041783610234956,60
346,4.379756276075691e-06,0.009725309771288515,60
347,4.379756276075691e-06,0.009725309771288515,60
348,0.0017295520373737723,0.00850578921726372,60
349,0.0017295520373737723,0.00850578921726372,60
350,0.0015793467924925734,0.007581725519429236,60
351,0.0016332427992296241,0.007523312001575821,60
352,0.0016332427992296241,0.007523312001575821,60
353,0.0006919526709730828,0.006821035737510086,60
354,0.00013524344581709665,0.006493893356963085,60
355,0.00013524344581709665,0.006493893356963085,60
356,0.0002801585564382668,0.006693821232436832,60
357,-0.0006644826036312849,0.007180806656881387,60
358,-0.0006775245389678244,0.007305732449872561,60
359,-0.0012880069574701578,0.0075901856968182925,60
360,-0.0012880069574701578,0.0075901856968182925,60
361,-0.0012426598493714529,0.007861910024579546,60
362,-0.0009980198478672763,0.007994718523230809,60
363,0.00021717635020383728,0.008268659513548271,60
364,0.0002934858945797824,0.008204546031939043,60
365,0.0002934858945797824,0.008204546031939043,60
366,0.0025009159022208504,0.006790856893783076,60
367,0.0025009159022208504,0.006790856893783076,60
368,0.0015803610996154333,0.0070809283040208035,60
369,0.0015803610996154333,0.0070809283040208035,60
370,0.0014563255847311904,0.006887407849816983,60
371,0.0006009760452119935,0.007703059984660983,60
372,0.0006009760452119935,0.007703059984660983,60
373,0.0007241464263731597,0.007453412204666563,60
374,0.0005366103538916613,0.006900332537071161,60
375,0.0005366103538916613,0.006900332537071161,60
376,0.0015959393692724692,0.00607450685857968,60
377,0.0015959393692724692,0.00607450685857968,60
378,0.0007222668779966318,0.009267418901960431,60
379,0.00018842520521211194,0.010079287498866489,60
380,0.00018842520521211194,0.010079287498866489,60
381,0.0005132872933980818,0.010171950082460274,60
382,0.0006698601827115437,0.010384816128088751,60
383,0.0017314140839133469,0.007853294675639264,60
384,0.0017314140839133469,0.007853294675639264,60
385,0.0014517941029476553,0.008195102824729471,60
386,0.0011483809666340509,0.00674688578193648,60
387,0.0011483809666340509,0.00674688578193648,60
388,0.0005547646878142993,0.008670175078804814,60
389,0.0005547646878142993,0.008670175078804814,60
390,-0.00038553384067368927,0.00846906725744847,60
391,-0.001329906336933214,0.010084791806747208,60
392,-0.001329906336933214,0.010084791806747208,60
393,-0.0007932630540082468,0.010098628062662523,60
394,-0.0026087199036116068,0.014232393915350677,60
395,-0.00137907215214067,0.02001524068810755,60
396,-0.00137907215214067,0.02001524068810755,60
397,-0.0012405866799691779,0.020067142537082052,60
398,-0.0004393029408322381,0.020532458458280174,60
399,-0.0003222387149339165,0.020508904734818128,60
400,0.001141848136299681,0.019548436977126583,60
401,0.001141848136299681,0.019548436977126583,60
402,0.0024962001596217902,0.009652784168621401,60
403,0.0023350051262799407,0.007394706752512118,60
404,0.0023350051262799407,0.007394706752512118,60
405,0.001354601504365288,0.006710218746912291,60
406,0.0012410970235743235,0.006113535073446531,60
407,0.0012410970235743235,0.006113535073446531,60
408,0.0016802671718726618,0.005739866441453959,60
409,0.001252013758609895,0.005414757550130778,60
410,0.001232686450018781,0.0053542558365773625,60
411,0.0008778585547978875,0.006950678525200751,60
412,0.0008778585547978875,0.006950678525200751,60
413,0.00014684979762360646,0.007571209514063593,60
414,0.0008362786143613364,0.00787131553555294,60
415,0.0008362786143613364,0.00787131553555294,60
